"","...1","name","Season","visit_year","total","Acres","Year","County or Counties","region"
"911",937,"Split Rock Lighthouse State Park","Spring",2020,17408,2112,1945,"Lake","Arrowhead"
"912",938,"Split Rock Lighthouse State Park","Spring",2021,23573,2112,1945,"Lake","Arrowhead"
"913",939,"Split Rock Lighthouse State Park","Summer",2018,47917,2112,1945,"Lake","Arrowhead"
"914",940,"Split Rock Lighthouse State Park","Summer",2019,39401,2112,1945,"Lake","Arrowhead"
"915",941,"Split Rock Lighthouse State Park","Summer",2020,64043,2112,1945,"Lake","Arrowhead"
"916",942,"Split Rock Lighthouse State Park","Summer",2021,40249,2112,1945,"Lake","Arrowhead"
"917",943,"Split Rock Lighthouse State Park","Winter",2018,9341,2112,1945,"Lake","Arrowhead"
"918",944,"Split Rock Lighthouse State Park","Winter",2019,9638,2112,1945,"Lake","Arrowhead"
"919",945,"Split Rock Lighthouse State Park","Winter",2020,5977,2112,1945,"Lake","Arrowhead"
"920",946,"Split Rock Lighthouse State Park","Winter",2021,11372,2112,1945,"Lake","Arrowhead"
"921",947,"Split Rock Lighthouse State Park","Winter",2022,2656,2112,1945,"Lake","Arrowhead"
"922",948,"Temperance River State Park","Fall",2018,38993,1134,1957,"Cook","Arrowhead"
"923",949,"Temperance River State Park","Fall",2019,34376,1134,1957,"Cook","Arrowhead"
"924",950,"Temperance River State Park","Fall",2020,31138,1134,1957,"Cook","Arrowhead"
"925",951,"Temperance River State Park","Fall",2021,27128,1134,1957,"Cook","Arrowhead"
"926",952,"Temperance River State Park","Spring",2018,18932,1134,1957,"Cook","Arrowhead"
"927",953,"Temperance River State Park","Spring",2019,20278,1134,1957,"Cook","Arrowhead"
"928",954,"Temperance River State Park","Spring",2020,11325,1134,1957,"Cook","Arrowhead"
"929",955,"Temperance River State Park","Spring",2021,28278,1134,1957,"Cook","Arrowhead"
"930",956,"Temperance River State Park","Summer",2018,68697,1134,1957,"Cook","Arrowhead"
"931",957,"Temperance River State Park","Summer",2019,63187,1134,1957,"Cook","Arrowhead"
"932",958,"Temperance River State Park","Summer",2020,69109,1134,1957,"Cook","Arrowhead"
"933",959,"Temperance River State Park","Summer",2021,51331,1134,1957,"Cook","Arrowhead"
"934",960,"Temperance River State Park","Winter",2018,8786,1134,1957,"Cook","Arrowhead"
"935",961,"Temperance River State Park","Winter",2019,6922,1134,1957,"Cook","Arrowhead"
"936",962,"Temperance River State Park","Winter",2020,4448,1134,1957,"Cook","Arrowhead"
"937",963,"Temperance River State Park","Winter",2021,9751,1134,1957,"Cook","Arrowhead"
"938",964,"Temperance River State Park","Winter",2022,1915,1134,1957,"Cook","Arrowhead"
"939",965,"Tettegouche State Park","Fall",2018,109177,8998,1979,"Lake","Arrowhead"
"940",966,"Tettegouche State Park","Fall",2019,108348,8998,1979,"Lake","Arrowhead"
"941",967,"Tettegouche State Park","Fall",2020,129241,8998,1979,"Lake","Arrowhead"
"942",968,"Tettegouche State Park","Fall",2021,88004,8998,1979,"Lake","Arrowhead"
"943",969,"Tettegouche State Park","Spring",2018,73246,8998,1979,"Lake","Arrowhead"
"944",970,"Tettegouche State Park","Spring",2019,65531,8998,1979,"Lake","Arrowhead"
"945",971,"Tettegouche State Park","Spring",2020,41580,8998,1979,"Lake","Arrowhead"
"946",972,"Tettegouche State Park","Spring",2021,87188,8998,1979,"Lake","Arrowhead"
"947",973,"Tettegouche State Park","Summer",2018,214499,8998,1979,"Lake","Arrowhead"
"948",974,"Tettegouche State Park","Summer",2019,225616,8998,1979,"Lake","Arrowhead"
"949",975,"Tettegouche State Park","Summer",2020,272368,8998,1979,"Lake","Arrowhead"
"950",976,"Tettegouche State Park","Summer",2021,173507,8998,1979,"Lake","Arrowhead"
"951",977,"Tettegouche State Park","Winter",2018,23864,8998,1979,"Lake","Arrowhead"
"952",978,"Tettegouche State Park","Winter",2019,25900,8998,1979,"Lake","Arrowhead"
"953",979,"Tettegouche State Park","Winter",2020,23119,8998,1979,"Lake","Arrowhead"
"954",980,"Tettegouche State Park","Winter",2021,27127,8998,1979,"Lake","Arrowhead"
"955",981,"Tettegouche State Park","Winter",2022,5194,8998,1979,"Lake","Arrowhead"
"956",982,"Whitewater State Park","Fall",2018,16585,1672,1919,"Winona","Southern"
"957",983,"Whitewater State Park","Fall",2019,10232,1672,1919,"Winona","Southern"
"958",984,"Whitewater State Park","Fall",2020,12536,1672,1919,"Winona","Southern"
"959",985,"Whitewater State Park","Fall",2021,8004,1672,1919,"Winona","Southern"
"960",986,"Whitewater State Park","Spring",2018,13309,1672,1919,"Winona","Southern"
"961",987,"Whitewater State Park","Spring",2019,14709,1672,1919,"Winona","Southern"
"962",988,"Whitewater State Park","Spring",2020,17603,1672,1919,"Winona","Southern"
"963",989,"Whitewater State Park","Spring",2021,9496,1672,1919,"Winona","Southern"
"964",990,"Whitewater State Park","Summer",2018,42283,1672,1919,"Winona","Southern"
"965",991,"Whitewater State Park","Summer",2019,27758,1672,1919,"Winona","Southern"
"966",992,"Whitewater State Park","Summer",2020,25619,1672,1919,"Winona","Southern"
"967",993,"Whitewater State Park","Summer",2021,14512,1672,1919,"Winona","Southern"
"968",994,"Whitewater State Park","Winter",2018,6229,1672,1919,"Winona","Southern"
"969",995,"Whitewater State Park","Winter",2019,2996,1672,1919,"Winona","Southern"
"970",996,"Whitewater State Park","Winter",2020,7224,1672,1919,"Winona","Southern"
"971",997,"Whitewater State Park","Winter",2021,3362,1672,1919,"Winona","Southern"
"972",998,"Whitewater State Park","Winter",2022,928,1672,1919,"Winona","Southern"
"973",999,"Wild River State Park","Fall",2018,15597,6574,1973,"Chisago","Arrowhead"
"974",1000,"Wild River State Park","Fall",2019,13167,6574,1973,"Chisago","Arrowhead"
"975",1001,"Wild River State Park","Fall",2020,17453,6574,1973,"Chisago","Arrowhead"
"976",1002,"Wild River State Park","Fall",2021,11871,6574,1973,"Chisago","Arrowhead"
"977",1003,"Wild River State Park","Spring",2018,9922,6574,1973,"Chisago","Arrowhead"
"978",1004,"Wild River State Park","Spring",2019,12276,6574,1973,"Chisago","Arrowhead"
"979",1005,"Wild River State Park","Spring",2020,15140,6574,1973,"Chisago","Arrowhead"
"980",1006,"Wild River State Park","Spring",2021,14727,6574,1973,"Chisago","Arrowhead"
"981",1007,"Wild River State Park","Summer",2018,24761,6574,1973,"Chisago","Arrowhead"
"982",1008,"Wild River State Park","Summer",2019,25256,6574,1973,"Chisago","Arrowhead"
"983",1009,"Wild River State Park","Summer",2020,35558,6574,1973,"Chisago","Arrowhead"
"984",1010,"Wild River State Park","Summer",2021,21135,6574,1973,"Chisago","Arrowhead"
"985",1011,"Wild River State Park","Winter",2018,3244,6574,1973,"Chisago","Arrowhead"
"986",1012,"Wild River State Park","Winter",2019,5452,6574,1973,"Chisago","Arrowhead"
"987",1013,"Wild River State Park","Winter",2020,5202,6574,1973,"Chisago","Arrowhead"
"988",1014,"Wild River State Park","Winter",2021,6300,6574,1973,"Chisago","Arrowhead"
"989",1015,"Wild River State Park","Winter",2022,771,6574,1973,"Chisago","Arrowhead"
"990",1016,"William O'Brien State Park","Fall",2018,16890,1783,1947,"Washington","Metro"
"991",1017,"William O'Brien State Park","Fall",2019,19479,1783,1947,"Washington","Metro"
"992",1018,"William O'Brien State Park","Fall",2020,29163,1783,1947,"Washington","Metro"
"993",1019,"William O'Brien State Park","Fall",2021,17597,1783,1947,"Washington","Metro"
"994",1020,"William O'Brien State Park","Spring",2018,15997,1783,1947,"Washington","Metro"
"995",1021,"William O'Brien State Park","Spring",2019,19569,1783,1947,"Washington","Metro"
"996",1022,"William O'Brien State Park","Spring",2020,36385,1783,1947,"Washington","Metro"
"997",1023,"William O'Brien State Park","Spring",2021,24269,1783,1947,"Washington","Metro"
"998",1024,"William O'Brien State Park","Summer",2018,53130,1783,1947,"Washington","Metro"
"999",1025,"William O'Brien State Park","Summer",2019,45652,1783,1947,"Washington","Metro"
"1000",1026,"William O'Brien State Park","Summer",2020,40844,1783,1947,"Washington","Metro"
"1001",1027,"William O'Brien State Park","Summer",2021,28134,1783,1947,"Washington","Metro"
"1002",1028,"William O'Brien State Park","Winter",2018,8958,1783,1947,"Washington","Metro"
"1003",1029,"William O'Brien State Park","Winter",2019,9839,1783,1947,"Washington","Metro"
"1004",1030,"William O'Brien State Park","Winter",2020,8439,1783,1947,"Washington","Metro"
"1005",1031,"William O'Brien State Park","Winter",2021,10850,1783,1947,"Washington","Metro"
"1006",1032,"William O'Brien State Park","Winter",2022,596,1783,1947,"Washington","Metro"
"1007",1033,"Zippel Bay State Park","Fall",2018,7936,2826,1959,"Lake of the Woods","Heartland"
"1008",1034,"Zippel Bay State Park","Fall",2019,3698,2826,1959,"Lake of the Woods","Heartland"
"1009",1035,"Zippel Bay State Park","Fall",2020,5051,2826,1959,"Lake of the Woods","Heartland"
"1010",1036,"Zippel Bay State Park","Fall",2021,5402,2826,1959,"Lake of the Woods","Heartland"
"1011",1037,"Zippel Bay State Park","Spring",2018,5284,2826,1959,"Lake of the Woods","Heartland"
"1012",1038,"Zippel Bay State Park","Spring",2019,3576,2826,1959,"Lake of the Woods","Heartland"
"1013",1039,"Zippel Bay State Park","Spring",2020,3563,2826,1959,"Lake of the Woods","Heartland"
"1014",1040,"Zippel Bay State Park","Spring",2021,8679,2826,1959,"Lake of the Woods","Heartland"
"1015",1041,"Zippel Bay State Park","Summer",2018,32252,2826,1959,"Lake of the Woods","Heartland"
"1016",1042,"Zippel Bay State Park","Summer",2019,27755,2826,1959,"Lake of the Woods","Heartland"
"1017",1043,"Zippel Bay State Park","Summer",2020,31864,2826,1959,"Lake of the Woods","Heartland"
"1018",1044,"Zippel Bay State Park","Summer",2021,40084,2826,1959,"Lake of the Woods","Heartland"
"1019",1045,"Zippel Bay State Park","Winter",2018,4455,2826,1959,"Lake of the Woods","Heartland"
"1020",1046,"Zippel Bay State Park","Winter",2019,4900,2826,1959,"Lake of the Woods","Heartland"
"1021",1047,"Zippel Bay State Park","Winter",2020,4189,2826,1959,"Lake of the Woods","Heartland"
"1022",1048,"Zippel Bay State Park","Winter",2021,3286,2826,1959,"Lake of the Woods","Heartland"
"1023",1049,"Zippel Bay State Park","Winter",2022,254,2826,1959,"Lake of the Woods","Heartland"
"1024",1050,"Kadunce River State Park",NA,NA,NA,NA,NA,NA,"Arrowhead"
"1025",1051,"Upper Sioux Agency State Park","Fall",2018,4437,NA,NA,NA,"Southern"
"1026",1052,"Upper Sioux Agency State Park","Fall",2019,1492,NA,NA,NA,"Southern"
"1027",1053,"Upper Sioux Agency State Park","Fall",2020,2851,NA,NA,NA,"Southern"
"1028",1054,"Upper Sioux Agency State Park","Fall",2021,1565,NA,NA,NA,"Southern"
"1029",1055,"Upper Sioux Agency State Park","Spring",2018,8902,NA,NA,NA,"Southern"
"1030",1056,"Upper Sioux Agency State Park","Spring",2019,848,NA,NA,NA,"Southern"
"1031",1057,"Upper Sioux Agency State Park","Spring",2020,939,NA,NA,NA,"Southern"
"1032",1058,"Upper Sioux Agency State Park","Spring",2021,2250,NA,NA,NA,"Southern"
"1033",1059,"Upper Sioux Agency State Park","Summer",2018,26475,NA,NA,NA,"Southern"
"1034",1060,"Upper Sioux Agency State Park","Summer",2019,2263,NA,NA,NA,"Southern"
"1035",1061,"Upper Sioux Agency State Park","Summer",2020,4303,NA,NA,NA,"Southern"
"1036",1062,"Upper Sioux Agency State Park","Summer",2021,3007,NA,NA,NA,"Southern"
"1037",1063,"Upper Sioux Agency State Park","Winter",2018,1693,NA,NA,NA,"Southern"
"1038",1064,"Upper Sioux Agency State Park","Winter",2019,818,NA,NA,NA,"Southern"
"1039",1065,"Upper Sioux Agency State Park","Winter",2020,824,NA,NA,NA,"Southern"
"1040",1066,"Upper Sioux Agency State Park","Winter",2021,539,NA,NA,NA,"Southern"
"1041",1067,"Upper Sioux Agency State Park","Winter",2022,66,NA,NA,NA,"Southern"
