"","name","System","Implementing agency","Unit type","total","visit_year","Season"
"889","Savanna Portage State Park","Department of Natural Resources State Park","DNR","State Park",8140,"2018","Spring"
"890","Savanna Portage State Park","Department of Natural Resources State Park","DNR","State Park",6443,"2019","Spring"
"891","Savanna Portage State Park","Department of Natural Resources State Park","DNR","State Park",3251,"2020","Spring"
"892","Savanna Portage State Park","Department of Natural Resources State Park","DNR","State Park",4886,"2021","Spring"
"893","Savanna Portage State Park","Department of Natural Resources State Park","DNR","State Park",25394,"2018","Summer"
"894","Savanna Portage State Park","Department of Natural Resources State Park","DNR","State Park",25751,"2019","Summer"
"895","Savanna Portage State Park","Department of Natural Resources State Park","DNR","State Park",26114,"2020","Summer"
"896","Savanna Portage State Park","Department of Natural Resources State Park","DNR","State Park",16116,"2021","Summer"
"897","Savanna Portage State Park","Department of Natural Resources State Park","DNR","State Park",4201,"2018","Winter"
"898","Savanna Portage State Park","Department of Natural Resources State Park","DNR","State Park",4180,"2019","Winter"
"899","Savanna Portage State Park","Department of Natural Resources State Park","DNR","State Park",2183,"2020","Winter"
"900","Savanna Portage State Park","Department of Natural Resources State Park","DNR","State Park",2244,"2021","Winter"
"901","Savanna Portage State Park","Department of Natural Resources State Park","DNR","State Park",143,"2022","Winter"
"902","Scenic State Park","Department of Natural Resources State Park","DNR","State Park",12473,"2018","Fall"
"903","Scenic State Park","Department of Natural Resources State Park","DNR","State Park",5216,"2019","Fall"
"904","Scenic State Park","Department of Natural Resources State Park","DNR","State Park",13273,"2020","Fall"
"905","Scenic State Park","Department of Natural Resources State Park","DNR","State Park",7151,"2021","Fall"
"906","Scenic State Park","Department of Natural Resources State Park","DNR","State Park",5128,"2018","Spring"
"907","Scenic State Park","Department of Natural Resources State Park","DNR","State Park",5279,"2019","Spring"
"908","Scenic State Park","Department of Natural Resources State Park","DNR","State Park",6508,"2020","Spring"
"909","Scenic State Park","Department of Natural Resources State Park","DNR","State Park",12843,"2021","Spring"
"910","Scenic State Park","Department of Natural Resources State Park","DNR","State Park",52258,"2018","Summer"
"911","Scenic State Park","Department of Natural Resources State Park","DNR","State Park",34408,"2019","Summer"
"912","Scenic State Park","Department of Natural Resources State Park","DNR","State Park",40359,"2020","Summer"
"913","Scenic State Park","Department of Natural Resources State Park","DNR","State Park",29334,"2021","Summer"
"914","Scenic State Park","Department of Natural Resources State Park","DNR","State Park",3656,"2018","Winter"
"915","Scenic State Park","Department of Natural Resources State Park","DNR","State Park",2524,"2019","Winter"
"916","Scenic State Park","Department of Natural Resources State Park","DNR","State Park",1792,"2020","Winter"
"917","Scenic State Park","Department of Natural Resources State Park","DNR","State Park",4734,"2021","Winter"
"918","Scenic State Park","Department of Natural Resources State Park","DNR","State Park",759,"2022","Winter"
"919","Schoolcraft State Park","Department of Natural Resources State Park","DNR","State Park",1033,"2018","Fall"
"920","Schoolcraft State Park","Department of Natural Resources State Park","DNR","State Park",708,"2019","Fall"
"921","Schoolcraft State Park","Department of Natural Resources State Park","DNR","State Park",886,"2020","Fall"
"922","Schoolcraft State Park","Department of Natural Resources State Park","DNR","State Park",440,"2021","Fall"
"923","Schoolcraft State Park","Department of Natural Resources State Park","DNR","State Park",1878,"2018","Spring"
"924","Schoolcraft State Park","Department of Natural Resources State Park","DNR","State Park",679,"2019","Spring"
"925","Schoolcraft State Park","Department of Natural Resources State Park","DNR","State Park",793,"2020","Spring"
"926","Schoolcraft State Park","Department of Natural Resources State Park","DNR","State Park",855,"2021","Spring"
"927","Schoolcraft State Park","Department of Natural Resources State Park","DNR","State Park",3250,"2018","Summer"
"928","Schoolcraft State Park","Department of Natural Resources State Park","DNR","State Park",2460,"2019","Summer"
"929","Schoolcraft State Park","Department of Natural Resources State Park","DNR","State Park",3155,"2020","Summer"
"930","Schoolcraft State Park","Department of Natural Resources State Park","DNR","State Park",1607,"2021","Summer"
"931","Schoolcraft State Park","Department of Natural Resources State Park","DNR","State Park",2250,"2018","Winter"
"932","Schoolcraft State Park","Department of Natural Resources State Park","DNR","State Park",1261,"2019","Winter"
"933","Schoolcraft State Park","Department of Natural Resources State Park","DNR","State Park",1032,"2020","Winter"
"934","Schoolcraft State Park","Department of Natural Resources State Park","DNR","State Park",768,"2021","Winter"
"935","Schoolcraft State Park","Department of Natural Resources State Park","DNR","State Park",99,"2022","Winter"
"936","Sibley State Park","Department of Natural Resources State Park","DNR","State Park",27261,"2018","Fall"
"937","Sibley State Park","Department of Natural Resources State Park","DNR","State Park",20242,"2019","Fall"
"938","Sibley State Park","Department of Natural Resources State Park","DNR","State Park",23594,"2020","Fall"
"939","Sibley State Park","Department of Natural Resources State Park","DNR","State Park",18110,"2021","Fall"
"940","Sibley State Park","Department of Natural Resources State Park","DNR","State Park",15649,"2018","Spring"
"941","Sibley State Park","Department of Natural Resources State Park","DNR","State Park",16419,"2019","Spring"
"942","Sibley State Park","Department of Natural Resources State Park","DNR","State Park",22553,"2020","Spring"
"943","Sibley State Park","Department of Natural Resources State Park","DNR","State Park",19611,"2021","Spring"
"944","Sibley State Park","Department of Natural Resources State Park","DNR","State Park",47022,"2018","Summer"
"945","Sibley State Park","Department of Natural Resources State Park","DNR","State Park",71118,"2019","Summer"
"946","Sibley State Park","Department of Natural Resources State Park","DNR","State Park",59150,"2020","Summer"
"947","Sibley State Park","Department of Natural Resources State Park","DNR","State Park",46632,"2021","Summer"
"948","Sibley State Park","Department of Natural Resources State Park","DNR","State Park",3108,"2018","Winter"
"949","Sibley State Park","Department of Natural Resources State Park","DNR","State Park",4869,"2019","Winter"
"950","Sibley State Park","Department of Natural Resources State Park","DNR","State Park",4671,"2020","Winter"
"951","Sibley State Park","Department of Natural Resources State Park","DNR","State Park",5855,"2021","Winter"
"952","Sibley State Park","Department of Natural Resources State Park","DNR","State Park",748,"2022","Winter"
"953","Split Rock Creek State Park","Department of Natural Resources State Park","DNR","State Park",1778,"2018","Fall"
"954","Split Rock Creek State Park","Department of Natural Resources State Park","DNR","State Park",1621,"2019","Fall"
"955","Split Rock Creek State Park","Department of Natural Resources State Park","DNR","State Park",2193,"2020","Fall"
"956","Split Rock Creek State Park","Department of Natural Resources State Park","DNR","State Park",1940,"2021","Fall"
"957","Split Rock Creek State Park","Department of Natural Resources State Park","DNR","State Park",2477,"2018","Spring"
"958","Split Rock Creek State Park","Department of Natural Resources State Park","DNR","State Park",1453,"2019","Spring"
"959","Split Rock Creek State Park","Department of Natural Resources State Park","DNR","State Park",1563,"2020","Spring"
"960","Split Rock Creek State Park","Department of Natural Resources State Park","DNR","State Park",3330,"2021","Spring"
"961","Split Rock Creek State Park","Department of Natural Resources State Park","DNR","State Park",10935,"2018","Summer"
"962","Split Rock Creek State Park","Department of Natural Resources State Park","DNR","State Park",7154,"2019","Summer"
"963","Split Rock Creek State Park","Department of Natural Resources State Park","DNR","State Park",10351,"2020","Summer"
"964","Split Rock Creek State Park","Department of Natural Resources State Park","DNR","State Park",7410,"2021","Summer"
"965","Split Rock Creek State Park","Department of Natural Resources State Park","DNR","State Park",1717,"2018","Winter"
"966","Split Rock Creek State Park","Department of Natural Resources State Park","DNR","State Park",765,"2019","Winter"
"967","Split Rock Creek State Park","Department of Natural Resources State Park","DNR","State Park",371,"2020","Winter"
"968","Split Rock Creek State Park","Department of Natural Resources State Park","DNR","State Park",504,"2021","Winter"
"969","Split Rock Creek State Park","Department of Natural Resources State Park","DNR","State Park",69,"2022","Winter"
"970","Split Rock Lighthouse State Park","Department of Natural Resources State Park","DNR","State Park",27844,"2018","Fall"
"971","Split Rock Lighthouse State Park","Department of Natural Resources State Park","DNR","State Park",22863,"2019","Fall"
"972","Split Rock Lighthouse State Park","Department of Natural Resources State Park","DNR","State Park",28717,"2020","Fall"
"973","Split Rock Lighthouse State Park","Department of Natural Resources State Park","DNR","State Park",21459,"2021","Fall"
"974","Split Rock Lighthouse State Park","Department of Natural Resources State Park","DNR","State Park",21433,"2018","Spring"
"975","Split Rock Lighthouse State Park","Department of Natural Resources State Park","DNR","State Park",14596,"2019","Spring"
"976","Split Rock Lighthouse State Park","Department of Natural Resources State Park","DNR","State Park",17408,"2020","Spring"
"977","Split Rock Lighthouse State Park","Department of Natural Resources State Park","DNR","State Park",23573,"2021","Spring"
"978","Split Rock Lighthouse State Park","Department of Natural Resources State Park","DNR","State Park",47917,"2018","Summer"
"979","Split Rock Lighthouse State Park","Department of Natural Resources State Park","DNR","State Park",39401,"2019","Summer"
"980","Split Rock Lighthouse State Park","Department of Natural Resources State Park","DNR","State Park",64043,"2020","Summer"
"981","Split Rock Lighthouse State Park","Department of Natural Resources State Park","DNR","State Park",40249,"2021","Summer"
"982","Split Rock Lighthouse State Park","Department of Natural Resources State Park","DNR","State Park",9341,"2018","Winter"
"983","Split Rock Lighthouse State Park","Department of Natural Resources State Park","DNR","State Park",9638,"2019","Winter"
"984","Split Rock Lighthouse State Park","Department of Natural Resources State Park","DNR","State Park",5977,"2020","Winter"
"985","Split Rock Lighthouse State Park","Department of Natural Resources State Park","DNR","State Park",11372,"2021","Winter"
"986","Split Rock Lighthouse State Park","Department of Natural Resources State Park","DNR","State Park",2656,"2022","Winter"
"987","St Croix State Park","Department of Natural Resources State Park","DNR","State Park",42608,"2018","Fall"
"988","St Croix State Park","Department of Natural Resources State Park","DNR","State Park",39312,"2019","Fall"
"989","St Croix State Park","Department of Natural Resources State Park","DNR","State Park",33046,"2020","Fall"
"990","St Croix State Park","Department of Natural Resources State Park","DNR","State Park",19300,"2021","Fall"
"991","St Croix State Park","Department of Natural Resources State Park","DNR","State Park",31169,"2018","Spring"
"992","St Croix State Park","Department of Natural Resources State Park","DNR","State Park",27855,"2019","Spring"
"993","St Croix State Park","Department of Natural Resources State Park","DNR","State Park",11975,"2020","Spring"
"994","St Croix State Park","Department of Natural Resources State Park","DNR","State Park",31255,"2021","Spring"
"995","St Croix State Park","Department of Natural Resources State Park","DNR","State Park",75438,"2018","Summer"
"996","St Croix State Park","Department of Natural Resources State Park","DNR","State Park",75836,"2019","Summer"
"997","St Croix State Park","Department of Natural Resources State Park","DNR","State Park",48393,"2020","Summer"
"998","St Croix State Park","Department of Natural Resources State Park","DNR","State Park",42008,"2021","Summer"
"999","St Croix State Park","Department of Natural Resources State Park","DNR","State Park",7528,"2018","Winter"
"1000","St Croix State Park","Department of Natural Resources State Park","DNR","State Park",10094,"2019","Winter"
"1001","St Croix State Park","Department of Natural Resources State Park","DNR","State Park",16547,"2020","Winter"
"1002","St Croix State Park","Department of Natural Resources State Park","DNR","State Park",13376,"2021","Winter"
"1003","St Croix State Park","Department of Natural Resources State Park","DNR","State Park",1560,"2022","Winter"
"1004","Temperance River State Park","Department of Natural Resources State Park","DNR","State Park",38993,"2018","Fall"
"1005","Temperance River State Park","Department of Natural Resources State Park","DNR","State Park",34376,"2019","Fall"
"1006","Temperance River State Park","Department of Natural Resources State Park","DNR","State Park",31138,"2020","Fall"
"1007","Temperance River State Park","Department of Natural Resources State Park","DNR","State Park",27128,"2021","Fall"
"1008","Temperance River State Park","Department of Natural Resources State Park","DNR","State Park",18932,"2018","Spring"
"1009","Temperance River State Park","Department of Natural Resources State Park","DNR","State Park",20278,"2019","Spring"
"1010","Temperance River State Park","Department of Natural Resources State Park","DNR","State Park",11325,"2020","Spring"
"1011","Temperance River State Park","Department of Natural Resources State Park","DNR","State Park",28278,"2021","Spring"
"1012","Temperance River State Park","Department of Natural Resources State Park","DNR","State Park",68697,"2018","Summer"
"1013","Temperance River State Park","Department of Natural Resources State Park","DNR","State Park",63187,"2019","Summer"
"1014","Temperance River State Park","Department of Natural Resources State Park","DNR","State Park",69109,"2020","Summer"
"1015","Temperance River State Park","Department of Natural Resources State Park","DNR","State Park",51331,"2021","Summer"
"1016","Temperance River State Park","Department of Natural Resources State Park","DNR","State Park",8786,"2018","Winter"
"1017","Temperance River State Park","Department of Natural Resources State Park","DNR","State Park",6922,"2019","Winter"
"1018","Temperance River State Park","Department of Natural Resources State Park","DNR","State Park",4448,"2020","Winter"
"1019","Temperance River State Park","Department of Natural Resources State Park","DNR","State Park",9751,"2021","Winter"
"1020","Temperance River State Park","Department of Natural Resources State Park","DNR","State Park",1915,"2022","Winter"
"1021","Tettegouche State Park","Department of Natural Resources State Park","DNR","State Park",109177,"2018","Fall"
"1022","Tettegouche State Park","Department of Natural Resources State Park","DNR","State Park",108348,"2019","Fall"
"1023","Tettegouche State Park","Department of Natural Resources State Park","DNR","State Park",129241,"2020","Fall"
"1024","Tettegouche State Park","Department of Natural Resources State Park","DNR","State Park",88004,"2021","Fall"
"1025","Tettegouche State Park","Department of Natural Resources State Park","DNR","State Park",73246,"2018","Spring"
"1026","Tettegouche State Park","Department of Natural Resources State Park","DNR","State Park",65531,"2019","Spring"
"1027","Tettegouche State Park","Department of Natural Resources State Park","DNR","State Park",41580,"2020","Spring"
"1028","Tettegouche State Park","Department of Natural Resources State Park","DNR","State Park",87188,"2021","Spring"
"1029","Tettegouche State Park","Department of Natural Resources State Park","DNR","State Park",214499,"2018","Summer"
"1030","Tettegouche State Park","Department of Natural Resources State Park","DNR","State Park",225616,"2019","Summer"
"1031","Tettegouche State Park","Department of Natural Resources State Park","DNR","State Park",272368,"2020","Summer"
"1032","Tettegouche State Park","Department of Natural Resources State Park","DNR","State Park",173507,"2021","Summer"
"1033","Tettegouche State Park","Department of Natural Resources State Park","DNR","State Park",23864,"2018","Winter"
"1034","Tettegouche State Park","Department of Natural Resources State Park","DNR","State Park",25900,"2019","Winter"
"1035","Tettegouche State Park","Department of Natural Resources State Park","DNR","State Park",23119,"2020","Winter"
"1036","Tettegouche State Park","Department of Natural Resources State Park","DNR","State Park",27127,"2021","Winter"
"1037","Tettegouche State Park","Department of Natural Resources State Park","DNR","State Park",5194,"2022","Winter"
"1038","Upper Sioux Agency State Park","Department of Natural Resources State Park","DNR","State Park",4437,"2018","Fall"
"1039","Upper Sioux Agency State Park","Department of Natural Resources State Park","DNR","State Park",1492,"2019","Fall"
"1040","Upper Sioux Agency State Park","Department of Natural Resources State Park","DNR","State Park",2851,"2020","Fall"
"1041","Upper Sioux Agency State Park","Department of Natural Resources State Park","DNR","State Park",1565,"2021","Fall"
"1042","Upper Sioux Agency State Park","Department of Natural Resources State Park","DNR","State Park",8902,"2018","Spring"
"1043","Upper Sioux Agency State Park","Department of Natural Resources State Park","DNR","State Park",848,"2019","Spring"
"1044","Upper Sioux Agency State Park","Department of Natural Resources State Park","DNR","State Park",939,"2020","Spring"
"1045","Upper Sioux Agency State Park","Department of Natural Resources State Park","DNR","State Park",2250,"2021","Spring"
"1046","Upper Sioux Agency State Park","Department of Natural Resources State Park","DNR","State Park",26475,"2018","Summer"
"1047","Upper Sioux Agency State Park","Department of Natural Resources State Park","DNR","State Park",2263,"2019","Summer"
"1048","Upper Sioux Agency State Park","Department of Natural Resources State Park","DNR","State Park",4303,"2020","Summer"
"1049","Upper Sioux Agency State Park","Department of Natural Resources State Park","DNR","State Park",3007,"2021","Summer"
"1050","Upper Sioux Agency State Park","Department of Natural Resources State Park","DNR","State Park",1693,"2018","Winter"
"1051","Upper Sioux Agency State Park","Department of Natural Resources State Park","DNR","State Park",818,"2019","Winter"
"1052","Upper Sioux Agency State Park","Department of Natural Resources State Park","DNR","State Park",824,"2020","Winter"
"1053","Upper Sioux Agency State Park","Department of Natural Resources State Park","DNR","State Park",539,"2021","Winter"
"1054","Upper Sioux Agency State Park","Department of Natural Resources State Park","DNR","State Park",66,"2022","Winter"
"1055","Whitewater State Park","Department of Natural Resources State Park","DNR","State Park",16585,"2018","Fall"
"1056","Whitewater State Park","Department of Natural Resources State Park","DNR","State Park",10232,"2019","Fall"
"1057","Whitewater State Park","Department of Natural Resources State Park","DNR","State Park",12536,"2020","Fall"
"1058","Whitewater State Park","Department of Natural Resources State Park","DNR","State Park",8004,"2021","Fall"
"1059","Whitewater State Park","Department of Natural Resources State Park","DNR","State Park",13309,"2018","Spring"
"1060","Whitewater State Park","Department of Natural Resources State Park","DNR","State Park",14709,"2019","Spring"
"1061","Whitewater State Park","Department of Natural Resources State Park","DNR","State Park",17603,"2020","Spring"
"1062","Whitewater State Park","Department of Natural Resources State Park","DNR","State Park",9496,"2021","Spring"
"1063","Whitewater State Park","Department of Natural Resources State Park","DNR","State Park",42283,"2018","Summer"
"1064","Whitewater State Park","Department of Natural Resources State Park","DNR","State Park",27758,"2019","Summer"
"1065","Whitewater State Park","Department of Natural Resources State Park","DNR","State Park",25619,"2020","Summer"
"1066","Whitewater State Park","Department of Natural Resources State Park","DNR","State Park",14512,"2021","Summer"
"1067","Whitewater State Park","Department of Natural Resources State Park","DNR","State Park",6229,"2018","Winter"
"1068","Whitewater State Park","Department of Natural Resources State Park","DNR","State Park",2996,"2019","Winter"
"1069","Whitewater State Park","Department of Natural Resources State Park","DNR","State Park",7224,"2020","Winter"
"1070","Whitewater State Park","Department of Natural Resources State Park","DNR","State Park",3362,"2021","Winter"
"1071","Whitewater State Park","Department of Natural Resources State Park","DNR","State Park",928,"2022","Winter"
"1072","Wild River State Park","Department of Natural Resources State Park","DNR","State Park",15597,"2018","Fall"
"1073","Wild River State Park","Department of Natural Resources State Park","DNR","State Park",13167,"2019","Fall"
"1074","Wild River State Park","Department of Natural Resources State Park","DNR","State Park",17453,"2020","Fall"
"1075","Wild River State Park","Department of Natural Resources State Park","DNR","State Park",11871,"2021","Fall"
"1076","Wild River State Park","Department of Natural Resources State Park","DNR","State Park",9922,"2018","Spring"
"1077","Wild River State Park","Department of Natural Resources State Park","DNR","State Park",12276,"2019","Spring"
"1078","Wild River State Park","Department of Natural Resources State Park","DNR","State Park",15140,"2020","Spring"
"1079","Wild River State Park","Department of Natural Resources State Park","DNR","State Park",14727,"2021","Spring"
"1080","Wild River State Park","Department of Natural Resources State Park","DNR","State Park",24761,"2018","Summer"
"1081","Wild River State Park","Department of Natural Resources State Park","DNR","State Park",25256,"2019","Summer"
"1082","Wild River State Park","Department of Natural Resources State Park","DNR","State Park",35558,"2020","Summer"
"1083","Wild River State Park","Department of Natural Resources State Park","DNR","State Park",21135,"2021","Summer"
"1084","Wild River State Park","Department of Natural Resources State Park","DNR","State Park",3244,"2018","Winter"
"1085","Wild River State Park","Department of Natural Resources State Park","DNR","State Park",5452,"2019","Winter"
"1086","Wild River State Park","Department of Natural Resources State Park","DNR","State Park",5202,"2020","Winter"
"1087","Wild River State Park","Department of Natural Resources State Park","DNR","State Park",6300,"2021","Winter"
"1088","Wild River State Park","Department of Natural Resources State Park","DNR","State Park",771,"2022","Winter"
"1089","William O'Brien State Park","Department of Natural Resources State Park","DNR","State Park",16890,"2018","Fall"
"1090","William O'Brien State Park","Department of Natural Resources State Park","DNR","State Park",19479,"2019","Fall"
"1091","William O'Brien State Park","Department of Natural Resources State Park","DNR","State Park",29163,"2020","Fall"
"1092","William O'Brien State Park","Department of Natural Resources State Park","DNR","State Park",17597,"2021","Fall"
"1093","William O'Brien State Park","Department of Natural Resources State Park","DNR","State Park",15997,"2018","Spring"
"1094","William O'Brien State Park","Department of Natural Resources State Park","DNR","State Park",19569,"2019","Spring"
"1095","William O'Brien State Park","Department of Natural Resources State Park","DNR","State Park",36385,"2020","Spring"
"1096","William O'Brien State Park","Department of Natural Resources State Park","DNR","State Park",24269,"2021","Spring"
"1097","William O'Brien State Park","Department of Natural Resources State Park","DNR","State Park",53130,"2018","Summer"
"1098","William O'Brien State Park","Department of Natural Resources State Park","DNR","State Park",45652,"2019","Summer"
"1099","William O'Brien State Park","Department of Natural Resources State Park","DNR","State Park",40844,"2020","Summer"
"1100","William O'Brien State Park","Department of Natural Resources State Park","DNR","State Park",28134,"2021","Summer"
"1101","William O'Brien State Park","Department of Natural Resources State Park","DNR","State Park",8958,"2018","Winter"
"1102","William O'Brien State Park","Department of Natural Resources State Park","DNR","State Park",9839,"2019","Winter"
"1103","William O'Brien State Park","Department of Natural Resources State Park","DNR","State Park",8439,"2020","Winter"
"1104","William O'Brien State Park","Department of Natural Resources State Park","DNR","State Park",10850,"2021","Winter"
"1105","William O'Brien State Park","Department of Natural Resources State Park","DNR","State Park",596,"2022","Winter"
"1106","Zippel Bay State Park","Department of Natural Resources State Park","DNR","State Park",7936,"2018","Fall"
"1107","Zippel Bay State Park","Department of Natural Resources State Park","DNR","State Park",3698,"2019","Fall"
"1108","Zippel Bay State Park","Department of Natural Resources State Park","DNR","State Park",5051,"2020","Fall"
"1109","Zippel Bay State Park","Department of Natural Resources State Park","DNR","State Park",5402,"2021","Fall"
"1110","Zippel Bay State Park","Department of Natural Resources State Park","DNR","State Park",5284,"2018","Spring"
"1111","Zippel Bay State Park","Department of Natural Resources State Park","DNR","State Park",3576,"2019","Spring"
"1112","Zippel Bay State Park","Department of Natural Resources State Park","DNR","State Park",3563,"2020","Spring"
"1113","Zippel Bay State Park","Department of Natural Resources State Park","DNR","State Park",8679,"2021","Spring"
"1114","Zippel Bay State Park","Department of Natural Resources State Park","DNR","State Park",32252,"2018","Summer"
"1115","Zippel Bay State Park","Department of Natural Resources State Park","DNR","State Park",27755,"2019","Summer"
"1116","Zippel Bay State Park","Department of Natural Resources State Park","DNR","State Park",31864,"2020","Summer"
"1117","Zippel Bay State Park","Department of Natural Resources State Park","DNR","State Park",40084,"2021","Summer"
"1118","Zippel Bay State Park","Department of Natural Resources State Park","DNR","State Park",4455,"2018","Winter"
"1119","Zippel Bay State Park","Department of Natural Resources State Park","DNR","State Park",4900,"2019","Winter"
"1120","Zippel Bay State Park","Department of Natural Resources State Park","DNR","State Park",4189,"2020","Winter"
"1121","Zippel Bay State Park","Department of Natural Resources State Park","DNR","State Park",3286,"2021","Winter"
"1122","Zippel Bay State Park","Department of Natural Resources State Park","DNR","State Park",254,"2022","Winter"
