"Park name","System","Implementing agency","Unit type","Core park","Season","Vehicle visits"
"Fish Lake County park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Summer-2021",14833
"Fish Lake County park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Winter-2018",1350
"Fish Lake County park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Winter-2019",1296
"Fish Lake County park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Winter-2020",702
"Fish Lake County park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Winter-2021",2040
"Fish Lake County park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Winter-2022",375
"Flandrau","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2018",9382
"Flandrau","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2019",6523
"Flandrau","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2020",10129
"Flandrau","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2021",9714
"Flandrau","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2018",9975
"Flandrau","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2019",7611
"Flandrau","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2020",12525
"Flandrau","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2021",11677
"Flandrau","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2018",35929
"Flandrau","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2019",35652
"Flandrau","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2020",16355
"Flandrau","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2021",22634
"Flandrau","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2018",2173
"Flandrau","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2019",3239
"Flandrau","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2020",2612
"Flandrau","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2021",3112
"Flandrau","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2022",296
"Flood Bay","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Fall-2018",3532
"Flood Bay","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Fall-2019",2364
"Flood Bay","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Fall-2020",2698
"Flood Bay","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Fall-2021",2816
"Flood Bay","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Spring-2018",2828
"Flood Bay","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Spring-2019",1950
"Flood Bay","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Spring-2020",1450
"Flood Bay","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Spring-2021",3358
"Flood Bay","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Summer-2018",5739
"Flood Bay","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Summer-2019",7045
"Flood Bay","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Summer-2020",8431
"Flood Bay","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Summer-2021",6323
"Flood Bay","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Winter-2018",1819
"Flood Bay","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Winter-2019",679
"Flood Bay","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Winter-2020",588
"Flood Bay","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Winter-2021",526
"Flood Bay","Department of Natural Resources State Park","DNR","State Wayside",TRUE,"Winter-2022",229
"Forestville/Mystery Cave","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2018",9398
"Forestville/Mystery Cave","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2019",6410
"Forestville/Mystery Cave","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2020",7422
"Forestville/Mystery Cave","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2021",2960
"Forestville/Mystery Cave","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2018",4500
"Forestville/Mystery Cave","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2019",5119
"Forestville/Mystery Cave","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2020",3839
"Forestville/Mystery Cave","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2021",3116
"Forestville/Mystery Cave","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2018",26776
"Forestville/Mystery Cave","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2019",17903
"Forestville/Mystery Cave","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2020",11383
"Forestville/Mystery Cave","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2021",7640
"Forestville/Mystery Cave","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2018",5838
"Forestville/Mystery Cave","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2019",2205
"Forestville/Mystery Cave","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2020",1787
"Forestville/Mystery Cave","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2021",872
"Forestville/Mystery Cave","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2022",288
"Fort Ridgely","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2018",2886
"Fort Ridgely","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2019",4816
"Fort Ridgely","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2020",3645
"Fort Ridgely","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2021",4265
"Fort Ridgely","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2018",3972
"Fort Ridgely","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2019",3423
"Fort Ridgely","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2020",4209
"Fort Ridgely","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2021",3711
"Fort Ridgely","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2018",10619
"Fort Ridgely","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2019",6939
"Fort Ridgely","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2020",7166
"Fort Ridgely","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2021",4624
"Fort Ridgely","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2018",3826
"Fort Ridgely","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2019",1888
"Fort Ridgely","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2020",1912
"Fort Ridgely","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2021",1411
"Fort Ridgely","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2022",376
"Fort Snelling","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2018",29401
"Fort Snelling","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2019",19768
"Fort Snelling","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2020",46707
"Fort Snelling","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2021",35452
"Fort Snelling","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2018",36406
"Fort Snelling","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2019",11135
"Fort Snelling","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2020",51146
"Fort Snelling","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2021",41815
"Fort Snelling","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2018",44579
"Fort Snelling","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2019",12222
"Fort Snelling","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2020",76563
"Fort Snelling","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2021",53950
"Fort Snelling","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2018",24879
"Fort Snelling","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2019",21488
"Fort Snelling","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2020",16454
"Fort Snelling","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2021",26418
"Fort Snelling","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2022",3510
"Franz Jevne","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2018",1625
"Franz Jevne","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2019",1423
"Franz Jevne","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2020",1097
"Franz Jevne","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2021",1098
"Franz Jevne","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2018",1435
"Franz Jevne","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2019",638
"Franz Jevne","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2020",972
"Franz Jevne","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2021",1807
"Franz Jevne","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2018",2975
"Franz Jevne","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2019",1771
"Franz Jevne","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2020",1662
"Franz Jevne","Department of Natural Resources State Park","DNR","State Park",TRUE,"Summer-2021",1861
"Franz Jevne","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2018",1260
"Franz Jevne","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2019",1153
"Franz Jevne","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2020",818
"Franz Jevne","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2021",748
"Franz Jevne","Department of Natural Resources State Park","DNR","State Park",TRUE,"Winter-2022",330
"Frazee park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Fall-2018",2328
"Frazee park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Fall-2019",2901
"Frazee park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Fall-2020",2604
"Frazee park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Fall-2021",4595
"Frazee park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Spring-2018",3726
"Frazee park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Spring-2019",5732
"Frazee park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Spring-2020",2190
"Frazee park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Spring-2021",4651
"Frazee park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Summer-2018",6741
"Frazee park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Summer-2019",4670
"Frazee park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Summer-2020",3154
"Frazee park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Summer-2021",6386
"Frazee park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Winter-2018",4669
"Frazee park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Winter-2019",4330
"Frazee park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Winter-2020",3580
"Frazee park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Winter-2021",2978
"Frazee park","Eligible for Greater Minnesota Designation","Eligible Greater MN","Eligible Regional Park",FALSE,"Winter-2022",956
"Frontenac","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2018",15925
"Frontenac","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2019",19269
"Frontenac","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2020",33334
"Frontenac","Department of Natural Resources State Park","DNR","State Park",TRUE,"Fall-2021",14378
"Frontenac","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2018",11224
"Frontenac","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2019",9696
"Frontenac","Department of Natural Resources State Park","DNR","State Park",TRUE,"Spring-2020",26162
